file 	lang 	files 	blanks 	comments 	code
F:\ALIFE\cloc\2018-02-23.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-02-23.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-02-23.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-02-23.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-02-23.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-02-23.scv	C/C++ Header	578	7391	12785	17715
F:\ALIFE\cloc\2018-02-23.scv	XML	564	5714	952	132498
F:\ALIFE\cloc\2018-02-23.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-02-23.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-03-02-AndroidV2-30_project.scv	Java	283	8401	4368	32844
F:\ALIFE\cloc\2018-03-02-AndroidV2-30_project.scv	XML	280	3562	393	21547
F:\ALIFE\cloc\2018-03-02-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-03-02.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-03-02.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-03-02.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-03-02.scv	HTML	1318	22146	16958	307560
F:\ALIFE\cloc\2018-03-02.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-03-02.scv	Javascript	199	22177	31754	99129
F:\ALIFE\cloc\2018-03-02.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-03-02.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-03-02.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-03-02.scv	Java	946	26031	21031	89612
F:\ALIFE\cloc\2018-03-02.scv	CSS	156	8593	3262	47237
F:\ALIFE\cloc\2018-03-02.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-03-02.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-03-02.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-03-02.scv	XSD	13	286	4	2587
F:\ALIFE\cloc\2018-03-02.scv	Objective C	330	19172	13358	60485
F:\ALIFE\cloc\2018-03-02.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-03-02.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-03-02.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-03-02.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-03-02.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-03-02.scv	C/C++ Header	592	7596	12961	18291
F:\ALIFE\cloc\2018-03-02.scv	XML	563	5908	952	133835
F:\ALIFE\cloc\2018-03-02.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-03-02.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-03-09-AndroidV2-30_project.scv	Java	291	8626	4474	33634
F:\ALIFE\cloc\2018-03-09-AndroidV2-30_project.scv	XML	284	3685	415	22227
F:\ALIFE\cloc\2018-03-09-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-03-09.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-03-09.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-03-09.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-03-09.scv	HTML	1318	22146	16958	307560
F:\ALIFE\cloc\2018-03-09.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-03-09.scv	Javascript	201	24871	35675	111367
F:\ALIFE\cloc\2018-03-09.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-03-09.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-03-09.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-03-09.scv	Java	966	26692	21330	92579
F:\ALIFE\cloc\2018-03-09.scv	CSS	156	8593	3262	47237
F:\ALIFE\cloc\2018-03-09.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-03-09.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-03-09.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-03-09.scv	XSD	13	286	4	2587
F:\ALIFE\cloc\2018-03-09.scv	Objective C	327	19299	13381	61092
F:\ALIFE\cloc\2018-03-09.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-03-09.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-03-09.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-03-09.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-03-09.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-03-09.scv	C/C++ Header	488	6003	10712	15741
F:\ALIFE\cloc\2018-03-09.scv	XML	578	6286	1002	141473
F:\ALIFE\cloc\2018-03-09.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-03-09.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-03-16-AndroidV2-30_project.scv	Java	293	8795	4521	34318
F:\ALIFE\cloc\2018-03-16-AndroidV2-30_project.scv	XML	288	3721	414	22577
F:\ALIFE\cloc\2018-03-16-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-03-16.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-03-16.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-03-16.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-03-16.scv	HTML	1318	22146	16958	307560
F:\ALIFE\cloc\2018-03-16.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-03-16.scv	Javascript	201	24871	35675	111367
F:\ALIFE\cloc\2018-03-16.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-03-16.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-03-16.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-03-16.scv	Java	1020	29486	23029	102910
F:\ALIFE\cloc\2018-03-16.scv	CSS	156	8593	3262	47237
F:\ALIFE\cloc\2018-03-16.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-03-16.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-03-16.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-03-16.scv	XSD	13	286	4	2587
F:\ALIFE\cloc\2018-03-16.scv	Objective C	325	19171	13061	60686
F:\ALIFE\cloc\2018-03-16.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-03-16.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-03-16.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-03-16.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-03-16.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-03-16.scv	C/C++ Header	487	6003	10711	15737
F:\ALIFE\cloc\2018-03-16.scv	XML	593	6440	1004	142661
F:\ALIFE\cloc\2018-03-16.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-03-16.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-03-23-AndroidV2-30_project.scv	Java	303	9092	4620	35452
F:\ALIFE\cloc\2018-03-23-AndroidV2-30_project.scv	XML	291	3742	415	22769
F:\ALIFE\cloc\2018-03-23-AndroidV2-30_project.scv	Javascript	5	2331	3508	11003
F:\ALIFE\cloc\2018-03-23-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-03-23-AndroidV2-30_project.scv	HTML	2	23	0	115
F:\ALIFE\cloc\2018-03-23.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-03-23.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-03-23.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-03-23.scv	HTML	2263	30193	21792	515075
F:\ALIFE\cloc\2018-03-23.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-03-23.scv	Javascript	579	25015	35818	131483
F:\ALIFE\cloc\2018-03-23.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-03-23.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-03-23.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-03-23.scv	Java	1052	30756	23698	107817
F:\ALIFE\cloc\2018-03-23.scv	CSS	160	8857	3302	48546
F:\ALIFE\cloc\2018-03-23.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-03-23.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-03-23.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-03-23.scv	XSD	13	286	4	2587
F:\ALIFE\cloc\2018-03-23.scv	Objective C	303	17948	12701	56554
F:\ALIFE\cloc\2018-03-23.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-03-23.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-03-23.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-03-23.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-03-23.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-03-23.scv	C/C++ Header	621	8278	19584	22285
F:\ALIFE\cloc\2018-03-23.scv	XML	609	6508	1015	143489
F:\ALIFE\cloc\2018-03-23.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-03-23.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-03-30-AndroidV2-30_project.scv	Java	314	9412	4644	36704
F:\ALIFE\cloc\2018-03-30-AndroidV2-30_project.scv	XML	302	3813	425	23288
F:\ALIFE\cloc\2018-03-30-AndroidV2-30_project.scv	Javascript	5	2331	3508	11003
F:\ALIFE\cloc\2018-03-30-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-03-30-AndroidV2-30_project.scv	HTML	2	23	0	115
F:\ALIFE\cloc\2018-03-30.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-03-30.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-03-30.scv	Ant	19	141	1	725
F:\ALIFE\cloc\2018-03-30.scv	HTML	2263	30193	21792	515075
F:\ALIFE\cloc\2018-03-30.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-03-30.scv	Javascript	579	25015	35818	131483
F:\ALIFE\cloc\2018-03-30.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-03-30.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-03-30.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-03-30.scv	Java	1080	31500	24021	110634
F:\ALIFE\cloc\2018-03-30.scv	CSS	160	8857	3302	48546
F:\ALIFE\cloc\2018-03-30.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-03-30.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-03-30.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-03-30.scv	XSD	13	286	4	2587
F:\ALIFE\cloc\2018-03-30.scv	Objective C	326	20052	14068	62730
F:\ALIFE\cloc\2018-03-30.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-03-30.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-03-30.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-03-30.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-03-30.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-03-30.scv	C/C++ Header	637	8561	19860	23019
F:\ALIFE\cloc\2018-03-30.scv	XML	628	6623	1047	144259
F:\ALIFE\cloc\2018-03-30.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-03-30.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-04-06-AndroidV2-30_project.scv	Java	318	9082	4248	35831
F:\ALIFE\cloc\2018-04-06-AndroidV2-30_project.scv	XML	296	3738	428	22736
F:\ALIFE\cloc\2018-04-06-AndroidV2-30_project.scv	Javascript	5	2331	3508	11003
F:\ALIFE\cloc\2018-04-06-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-04-06-AndroidV2-30_project.scv	HTML	2	23	0	115
F:\ALIFE\cloc\2018-04-06-AndroidV2-30_project_alpha.scv	Java	14	288	16	1132
F:\ALIFE\cloc\2018-04-06-AndroidV2-30_project_alpha.scv	XML	12	96	15	828
F:\ALIFE\cloc\2018-04-06-AndroidV2-31_android_full.scv	Java	2	4	23	4
F:\ALIFE\cloc\2018-04-06-AndroidV2-31_android_full.scv	XML	3	30	1	345
F:\ALIFE\cloc\2018-04-06-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-04-06-AndroidV2-31_android_lite.scv	Java	4	24	6	69
F:\ALIFE\cloc\2018-04-06-AndroidV2-31_android_lite.scv	XML	5	23	1	388
F:\ALIFE\cloc\2018-04-06.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-04-06.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-04-06.scv	Ant	20	158	60	741
F:\ALIFE\cloc\2018-04-06.scv	HTML	2263	30193	21792	515075
F:\ALIFE\cloc\2018-04-06.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-04-06.scv	Javascript	579	25015	35818	131483
F:\ALIFE\cloc\2018-04-06.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-04-06.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-04-06.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-04-06.scv	Java	1116	31846	23800	112666
F:\ALIFE\cloc\2018-04-06.scv	CSS	160	8857	3302	48546
F:\ALIFE\cloc\2018-04-06.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-04-06.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-04-06.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-04-06.scv	XSD	13	286	4	2587
F:\ALIFE\cloc\2018-04-06.scv	Objective C	348	21827	15269	68994
F:\ALIFE\cloc\2018-04-06.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-04-06.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-04-06.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-04-06.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-04-06.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-04-06.scv	C/C++ Header	646	8667	19972	23266
F:\ALIFE\cloc\2018-04-06.scv	XML	648	6735	1067	149114
F:\ALIFE\cloc\2018-04-06.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-04-06.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-04-13-AndroidV2-30_project.scv	Java	313	8893	4183	34970
F:\ALIFE\cloc\2018-04-13-AndroidV2-30_project.scv	XML	298	3712	414	22293
F:\ALIFE\cloc\2018-04-13-AndroidV2-30_project.scv	Javascript	5	2331	3508	11003
F:\ALIFE\cloc\2018-04-13-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-04-13-AndroidV2-30_project.scv	HTML	1	9	0	38
F:\ALIFE\cloc\2018-04-13-AndroidV2-30_project_alpha.scv	Java	16	314	16	1254
F:\ALIFE\cloc\2018-04-13-AndroidV2-30_project_alpha.scv	XML	18	106	19	1065
F:\ALIFE\cloc\2018-04-13-AndroidV2-31_android_full.scv	Java	3	21	6	58
F:\ALIFE\cloc\2018-04-13-AndroidV2-31_android_full.scv	XML	4	31	6	473
F:\ALIFE\cloc\2018-04-13-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-04-13-AndroidV2-31_android_lite.scv	Java	7	57	7	197
F:\ALIFE\cloc\2018-04-13-AndroidV2-31_android_lite.scv	XML	10	24	31	512
F:\ALIFE\cloc\2018-04-13-AndroidV2-32_blackberry_full.scv	Java	2	10	7	29
F:\ALIFE\cloc\2018-04-13-AndroidV2-32_blackberry_full.scv	XML	3	13	1	459
F:\ALIFE\cloc\2018-04-13-AndroidV2-32_blackberry_lite.scv	Java	6	46	6	164
F:\ALIFE\cloc\2018-04-13-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-04-13-AndroidV2-34_library_common_and.scv	Java	3	20	0	54
F:\ALIFE\cloc\2018-04-13-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-04-13-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-04-13-AndroidV2-34_library_google_maps.scv	XML	10	24	4	283
F:\ALIFE\cloc\2018-04-13-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-04-13-AndroidV2-34_library_web_maps.scv	XML	4	9	0	39
F:\ALIFE\cloc\2018-04-13-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-04-13.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-04-13.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-04-13.scv	Ant	20	158	60	741
F:\ALIFE\cloc\2018-04-13.scv	HTML	2264	30522	21841	515720
F:\ALIFE\cloc\2018-04-13.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-04-13.scv	Javascript	587	27031	37572	139827
F:\ALIFE\cloc\2018-04-13.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-04-13.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-04-13.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-04-13.scv	Java	1188	33452	24268	119763
F:\ALIFE\cloc\2018-04-13.scv	CSS	169	9987	3754	53880
F:\ALIFE\cloc\2018-04-13.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-04-13.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-04-13.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-04-13.scv	XSD	13	286	4	2587
F:\ALIFE\cloc\2018-04-13.scv	Objective C	365	23090	16143	72894
F:\ALIFE\cloc\2018-04-13.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-04-13.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-04-13.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-04-13.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-04-13.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-04-13.scv	C/C++ Header	653	8826	20107	23631
F:\ALIFE\cloc\2018-04-13.scv	XML	689	7687	1134	152850
F:\ALIFE\cloc\2018-04-13.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-04-13.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-04-20-AndroidV2-30_project.scv	Java	300	8755	4032	33952
F:\ALIFE\cloc\2018-04-20-AndroidV2-30_project.scv	XML	298	3709	414	22267
F:\ALIFE\cloc\2018-04-20-AndroidV2-30_project.scv	Javascript	5	2331	3508	11003
F:\ALIFE\cloc\2018-04-20-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-04-20-AndroidV2-30_project.scv	HTML	1	9	0	38
F:\ALIFE\cloc\2018-04-20-AndroidV2-30_project_alpha.scv	Java	36	752	78	2997
F:\ALIFE\cloc\2018-04-20-AndroidV2-30_project_alpha.scv	XML	27	359	52	2565
F:\ALIFE\cloc\2018-04-20-AndroidV2-31_android_full.scv	Java	3	22	17	59
F:\ALIFE\cloc\2018-04-20-AndroidV2-31_android_full.scv	XML	4	33	22	474
F:\ALIFE\cloc\2018-04-20-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-04-20-AndroidV2-31_android_lite.scv	Java	7	57	8	197
F:\ALIFE\cloc\2018-04-20-AndroidV2-31_android_lite.scv	XML	10	24	31	514
F:\ALIFE\cloc\2018-04-20-AndroidV2-32_blackberry_full.scv	Java	2	10	7	29
F:\ALIFE\cloc\2018-04-20-AndroidV2-32_blackberry_full.scv	XML	3	13	1	459
F:\ALIFE\cloc\2018-04-20-AndroidV2-32_blackberry_lite.scv	Java	6	46	6	164
F:\ALIFE\cloc\2018-04-20-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-04-20-AndroidV2-34_library_common_and.scv	Java	17	201	569	1055
F:\ALIFE\cloc\2018-04-20-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-04-20-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-04-20-AndroidV2-34_library_google_maps.scv	XML	10	24	4	283
F:\ALIFE\cloc\2018-04-20-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-04-20-AndroidV2-34_library_web_maps.scv	XML	4	9	0	39
F:\ALIFE\cloc\2018-04-20-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-04-20.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-04-20.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-04-20.scv	Ant	20	158	60	741
F:\ALIFE\cloc\2018-04-20.scv	HTML	2264	30522	21841	515720
F:\ALIFE\cloc\2018-04-20.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-04-20.scv	Javascript	587	27031	37572	139827
F:\ALIFE\cloc\2018-04-20.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-04-20.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-04-20.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-04-20.scv	Java	1227	34466	25188	123658
F:\ALIFE\cloc\2018-04-20.scv	CSS	169	9987	3754	53880
F:\ALIFE\cloc\2018-04-20.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-04-20.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-04-20.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-04-20.scv	XSD	14	319	4	2836
F:\ALIFE\cloc\2018-04-20.scv	Objective C	376	23836	16476	75750
F:\ALIFE\cloc\2018-04-20.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-04-20.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-04-20.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-04-20.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-04-20.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-04-20.scv	C/C++ Header	665	8959	20248	23936
F:\ALIFE\cloc\2018-04-20.scv	XML	699	7947	1183	154385
F:\ALIFE\cloc\2018-04-20.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-04-20.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-04-27-AndroidV2-30_project.scv	Java	301	8804	4006	34123
F:\ALIFE\cloc\2018-04-27-AndroidV2-30_project.scv	XML	302	3743	419	22430
F:\ALIFE\cloc\2018-04-27-AndroidV2-30_project.scv	Javascript	5	2331	3508	11003
F:\ALIFE\cloc\2018-04-27-AndroidV2-30_project.scv	XSLT	1	45	0	246
F:\ALIFE\cloc\2018-04-27-AndroidV2-30_project.scv	HTML	1	9	0	38
F:\ALIFE\cloc\2018-04-27-AndroidV2-30_project_alpha.scv	Java	51	1111	343	4505
F:\ALIFE\cloc\2018-04-27-AndroidV2-30_project_alpha.scv	XML	40	525	61	3778
F:\ALIFE\cloc\2018-04-27-AndroidV2-31_android_demo.scv	Java	3	22	15	61
F:\ALIFE\cloc\2018-04-27-AndroidV2-31_android_demo.scv	XML	4	33	22	474
F:\ALIFE\cloc\2018-04-27-AndroidV2-31_android_demo.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-04-27-AndroidV2-31_android_full.scv	Java	3	21	27	50
F:\ALIFE\cloc\2018-04-27-AndroidV2-31_android_full.scv	XML	4	34	23	474
F:\ALIFE\cloc\2018-04-27-AndroidV2-31_android_full.scv	Ant	1	17	59	16
F:\ALIFE\cloc\2018-04-27-AndroidV2-31_android_lite.scv	Java	7	52	19	177
F:\ALIFE\cloc\2018-04-27-AndroidV2-31_android_lite.scv	XML	10	24	31	514
F:\ALIFE\cloc\2018-04-27-AndroidV2-32_blackberry_full.scv	Java	3	15	7	37
F:\ALIFE\cloc\2018-04-27-AndroidV2-32_blackberry_full.scv	XML	3	13	1	459
F:\ALIFE\cloc\2018-04-27-AndroidV2-32_blackberry_lite.scv	Java	7	52	7	168
F:\ALIFE\cloc\2018-04-27-AndroidV2-32_blackberry_lite.scv	XML	10	20	27	512
F:\ALIFE\cloc\2018-04-27-AndroidV2-34_library_common_and.scv	Java	17	204	569	1056
F:\ALIFE\cloc\2018-04-27-AndroidV2-34_library_common_and.scv	XML	1	3	0	12
F:\ALIFE\cloc\2018-04-27-AndroidV2-34_library_google_maps.scv	Java	3	87	34	355
F:\ALIFE\cloc\2018-04-27-AndroidV2-34_library_google_maps.scv	XML	10	24	4	283
F:\ALIFE\cloc\2018-04-27-AndroidV2-34_library_web_maps.scv	Java	5	123	62	448
F:\ALIFE\cloc\2018-04-27-AndroidV2-34_library_web_maps.scv	XML	4	9	0	39
F:\ALIFE\cloc\2018-04-27-AndroidV2-34_library_web_maps.scv	HTML	1	14	0	77
F:\ALIFE\cloc\2018-04-27.scv	C#	59	972	1913	4814
F:\ALIFE\cloc\2018-04-27.scv	Bourne Shell	6	36	19	91
F:\ALIFE\cloc\2018-04-27.scv	Ant	20	158	60	741
F:\ALIFE\cloc\2018-04-27.scv	HTML	2264	30522	21841	515720
F:\ALIFE\cloc\2018-04-27.scv	JSON	3	0	0	3
F:\ALIFE\cloc\2018-04-27.scv	Javascript	587	27031	37572	139827
F:\ALIFE\cloc\2018-04-27.scv	DOS Batch	24	167	16	605
F:\ALIFE\cloc\2018-04-27.scv	JavaServer Faces	4	10	0	140
F:\ALIFE\cloc\2018-04-27.scv	XAML	19	67	59	1122
F:\ALIFE\cloc\2018-04-27.scv	Java	1252	35042	25581	125745
F:\ALIFE\cloc\2018-04-27.scv	CSS	169	9987	3754	53880
F:\ALIFE\cloc\2018-04-27.scv	Visualforce Component	14	0	0	124
F:\ALIFE\cloc\2018-04-27.scv	JSP	136	2512	2143	12832
F:\ALIFE\cloc\2018-04-27.scv	MSBuild script	2	0	14	480
F:\ALIFE\cloc\2018-04-27.scv	XSD	15	348	4	3038
F:\ALIFE\cloc\2018-04-27.scv	Objective C	389	24364	16694	77791
F:\ALIFE\cloc\2018-04-27.scv	Velocity Template Language	29	248	1	1269
F:\ALIFE\cloc\2018-04-27.scv	XSLT	2	93	0	495
F:\ALIFE\cloc\2018-04-27.scv	Perl	1	7	0	105
F:\ALIFE\cloc\2018-04-27.scv	MXML	1	6	0	47
F:\ALIFE\cloc\2018-04-27.scv	SQL	51	15579	5482	53654
F:\ALIFE\cloc\2018-04-27.scv	C/C++ Header	681	9085	20518	24264
F:\ALIFE\cloc\2018-04-27.scv	XML	726	8306	1230	157030
F:\ALIFE\cloc\2018-04-27.scv	ASP.Net	2	0	0	8
F:\ALIFE\cloc\2018-04-27.scv	ActionScript	1	28	4	152
F:\ALIFE\cloc\2018-05-04-AndroidV2-30_project.scv	Java	301	8804	4006	34123
F:\ALIFE\cloc\2018-05-04-AndroidV2-30_project.scv	XML	302	3743	419	22430
F:\ALIFE\cloc\2018-05-04-AndroidV2-30_project.scv	Javascript	5	2331	3508	11003
