File,Total Time,Coding %,Debugging %,Testing %,FC% Flow Complexity,OV% Object Vocabulary,OC% Object Conjuration,AI% Arithmetic Intricacy,DT% Data Transfer,ID% Inline Data,CS% Code Structure,CM% Comments,CCR Code to Comment Ratio,ECF Essential Comment Factor,CSM Code Structure Modularity,LD Logic Density,SDE Source Divergence Entropy,IDF Information Diversity Factor,OCF Object Convolution Factor,LLOC Logical Lines of Code,Multi Line Comments,Single Line Comments,High Quality Comments,Strings,Numeric Constants,Code Nature,Quality Notes Count,Quality Notes Detail,
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\graph\GraphFragment.java,30,49,31,20,18,51,16,1,7,0,7,0,1,3,156,29,41,201,26,85,1,0,1,9,14,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\graph\WeightGraphFragment.java,25,50,30,20,16,52,16,2,8,1,6,0,2,6,110,36,48,188,36,48,1,1,1,25,10,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementBloodPressureActivity.java,77,46,33,21,27,40,18,2,8,0,6,0,2,8,115,54,43,290,37,167,0,4,4,20,10,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementBloodPressureGraphActivity.java,6,50,30,19,14,65,10,0,4,0,7,0,0,0,176,18,29,89,16,15,0,0,0,1,2,Normal,0,
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementBloodSugarActivity.java,66,47,32,21,24,45,16,1,7,0,6,0,2,6,128,46,43,230,34,142,0,3,3,11,6,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementBloodSugarGraphActivity.java,4,53,29,18,4,77,8,0,3,0,8,0,0,0,207,0,21,64,14,10,0,0,0,0,1,Normal,1,* Code structure may be too fragmented. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementCreateActivity.java,16,47,32,21,25,51,12,0,5,0,7,0,0,0,240,33,38,149,23,38,0,0,0,1,1,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementMaxPulseActivity.java,46,48,31,21,20,51,16,1,6,0,6,0,0,0,126,38,41,191,32,98,0,0,0,8,4,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementMorningActivity.java,122,45,34,22,32,34,18,2,7,0,7,0,0,3,146,51,42,346,33,301,0,3,3,27,36,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementMorningGraphActivity.java,15,45,34,21,35,43,11,0,5,0,6,0,0,0,192,41,40,159,22,33,0,0,0,1,9,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementPerformActivity.java,15,52,29,19,5,63,19,0,7,0,6,0,12,55,83,48,36,184,33,38,0,7,5,1,0,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementPerformActivityNew.java,2,54,27,18,0,80,10,0,2,0,8,0,0,0,222,0,16,71,20,4,0,0,0,0,0,Normal,1,* Code structure may be too fragmented. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementsMenuActivity.java,18,50,30,20,13,64,12,0,5,0,6,0,0,0,169,28,40,114,24,38,0,0,0,0,2,Normal,1,* Needs more comments. 
C:\Users\Luka\Desktop\New folder\30_project\src\si\alife\mobile\measurements\activities\MeasurementsMenuActivityListProvider.java,10,50,30,19,14,64,10,2,5,0,6,0,0,0,171,40,35,102,33,14,0,0,0,3,1,Normal,0,
